candidate,profit_mean,profit_per_trade_mean,trade_count_mean,episode_steps_mean,total_fees_mean,fees_profit_ratio,trade_rate,trades_per_day,episode_max_dd_mean,termination_balance_insufficient_count,no_trade_entry_threshold,no_trade_exit_threshold,min_position_change,max_step_pos_change_pct,lambda_turnover,seed,search_score
hybrid_minimal_signal,-11.387376171417168,-0.0783639909440226,157.6,3277.0,13.457378110201056,1.1817804125922955,0.0480927677754043,13.850717119316448,0.0727136257249222,0.0,0.24,0.11,0.22,0.35,0.0001,42,"[3.0, 0.1817804125922955, 0.0, 0.0783639909440226, 11.387376171417168]"
hybrid_minimal_signal,-4.457136313426906,-0.0819524507946514,50.0,2411.6,4.498959427591341,1.009383404774596,0.0207331232376845,5.971139492453144,0.0901246307750495,0.0,0.26,0.12,0.22,0.35,0.0001,42,"[3.0, 0.009383404774595983, 0.0, 0.0819524507946514, 4.457136313426906]"
hybrid_minimal_signal,-0.9051822433473832,-0.4525911216736915,2.0,4291.8,0.1800725109732374,0.1989350899188272,0.0004660049396523,0.1342094226198797,0.0030172741444912,0.0,0.28,0.14,0.25,0.3,0.0002,42,"[2.0, 0.0, 0.0, 0.4525911216736915, 0.9051822433473832]"
hybrid_minimal_signal,4.7306957307700825,0.1047349270062403,45.2,4138.2,3.798489957690074,0.8029453116131271,0.0109226233628147,3.1457155284906486,0.061988516386132,0.0,0.24,0.12,0.25,0.3,0.0002,42,"[0.0, 0.0, 0.0, 0.0, 0.0]"
hybrid_minimal_signal,3.765290567322973,0.4706613209153715,8.0,3979.2,0.6600029526847273,0.1752860611641913,0.0020104543626859,0.5790108564535585,0.0045722966473468,0.0,0.24,0.12,0.25,0.3,0.0002,43,"[0.0, 0.0, 0.0, 0.0, 0.0]"
