episode_index,profit_base,episode_trade_count_base,total_fees_base,episode_max_dd_base,termination_reason_x,profit_per_trade_base,profit_other,episode_trade_count_other,total_fees_other,episode_max_dd_other,termination_reason_y,profit_per_trade_other,scenario,delta_profit,delta_profit_per_trade,delta_trade_count,delta_total_fees,delta_episode_max_dd
0,134.47015357407878,420,71.51578997495672,0.22006975928933767,max_steps_reached,0.3201670323192352,77.23029742010351,472,77.45256724700653,0.24173763836141013,max_steps_reached,0.16362351148327015,mask__price_seq_others,-57.23985615397527,-0.15654352083596507,52,5.9367772720498095,0.02166787907207246
1,626.2146740208673,834,236.26124673881128,0.2519763590630414,max_steps_reached,0.7508569232864116,153.10894351965356,846,148.86821162978234,0.25588821660542227,max_steps_reached,0.18097983867571343,mask__price_seq_others,-473.1057305012137,-0.5698770846106982,12,-87.39303510902894,0.003911857542380881
2,26.49043084537209,691,82.27222147102617,0.3405866578244132,max_steps_reached,0.03833636880661662,64.82529843058677,599,90.01970287833142,0.25231017010639306,max_steps_reached,0.10822253494254887,mask__price_seq_others,38.33486758521468,0.06988616613593224,-92,7.747481407305244,-0.08827648771802016
3,175.76551509341783,672,115.86141399572783,0.25096299529240207,max_steps_reached,0.2615558260318718,71.86511098615455,678,103.55432079358255,0.25842964575246724,max_steps_reached,0.10599573891763207,mask__price_seq_others,-103.90040410726328,-0.1555600871142397,6,-12.307093202145282,0.007466650460065172
4,586.3554881340234,820,229.39558795036604,0.2413477619156916,max_steps_reached,0.7150676684561261,150.86607207868377,824,147.00107260470554,0.24855708959387265,max_steps_reached,0.1830898932993735,mask__price_seq_others,-435.48941605533963,-0.5319777751567526,4,-82.3945153456605,0.0072093276781810545
5,188.4059943555361,613,112.43219434325178,0.2559589751473136,max_steps_reached,0.3073507248866821,75.16024360532367,622,96.21288472452295,0.24911162456431163,max_steps_reached,0.12083640451016668,mask__price_seq_others,-113.24575075021244,-0.18651432037651539,9,-16.21930961872883,-0.006847350583001954
6,98.15347100791973,489,75.63204349484947,0.21850467836785134,max_steps_reached,0.20072284459697287,93.9753166213286,547,90.64386923248381,0.2503513705397769,max_steps_reached,0.17180131009383656,mask__price_seq_others,-4.178154386591132,-0.02892153450313631,58,15.01182573763434,0.03184669217192557
7,525.03302562366,813,217.89515880690576,0.22810924905988092,max_steps_reached,0.6457970794878967,132.63245522107644,833,148.54029588568463,0.2568406204456299,max_steps_reached,0.1592226353194195,mask__price_seq_others,-392.4005704025836,-0.48657444416847717,20,-69.35486292122113,0.028731371385748966
8,72.31724180249432,546,77.90587581898515,0.23349966630450417,max_steps_reached,0.13244916081042915,65.20912874935112,539,81.11706695007612,0.23872146262947885,max_steps_reached,0.120981685991375,mask__price_seq_others,-7.1081130531431995,-0.01146747481905415,-7,3.2111911310909704,0.005221796324974687
9,198.92613663966904,686,123.35026313160708,0.27485991036448837,max_steps_reached,0.2899797910199257,86.42552482216462,697,112.11499628615212,0.2497887208320819,max_steps_reached,0.12399644881228783,mask__price_seq_others,-112.50061181750442,-0.16598334220763789,11,-11.235266845454959,-0.025071189532406474
10,168.34213982570895,674,116.34384826591078,0.25161326385357113,max_steps_reached,0.2497657860915563,57.61184207271191,687,103.3628511328708,0.25159810374715813,max_steps_reached,0.08386003212912942,mask__price_seq_others,-110.73029775299705,-0.1659057539624269,13,-12.980997133039978,-1.5160106413003582e-05
11,97.99445664053042,441,69.16656383335618,0.2232141960764813,max_steps_reached,0.2222096522461007,63.41764171382971,470,73.20382479126894,0.23889386944878588,max_steps_reached,0.1349311525826164,mask__price_seq_others,-34.576814926700706,-0.0872784996634843,29,4.037260957912764,0.01567967337230458
0,134.47015357407878,420,71.51578997495672,0.22006975928933767,max_steps_reached,0.3201670323192352,83.41871391582384,486,70.65447078696016,0.22594987799673172,max_steps_reached,0.17164344427124248,mask__price_seq_1d_target,-51.051439658254935,-0.14852358804799273,66,-0.8613191879965569,0.00588011870739405
1,626.2146740208673,834,236.26124673881128,0.2519763590630414,max_steps_reached,0.7508569232864116,53.106420525162946,1015,131.0720940915884,0.25710001804628413,max_steps_reached,0.052321596576515216,mask__price_seq_1d_target,-573.1082534957043,-0.6985353267098964,181,-105.18915264722287,0.00512365898324274
2,26.49043084537209,691,82.27222147102617,0.3405866578244132,max_steps_reached,0.03833636880661662,-120.95478993420485,119,14.125461061410194,0.41214225738952975,balance_insufficient,-1.0164268061697888,mask__price_seq_1d_target,-147.44522077957694,-1.0547631749764055,-572,-68.14676040961598,0.07155559956511653
3,175.76551509341783,672,115.86141399572783,0.25096299529240207,max_steps_reached,0.2615558260318718,46.95513888445737,768,103.50720643523623,0.2400129566950231,max_steps_reached,0.06113950375580387,mask__price_seq_1d_target,-128.81037620896046,-0.2004163222760679,96,-12.354207560491602,-0.010950038597378975
4,586.3554881340234,820,229.39558795036604,0.2413477619156916,max_steps_reached,0.7150676684561261,58.73771512294121,969,128.36934859213105,0.2404951216289707,max_steps_reached,0.06061683707217875,mask__price_seq_1d_target,-527.6177730110821,-0.6544508313839473,149,-101.02623935823499,-0.0008526402867209126
5,188.4059943555361,613,112.43219434325178,0.2559589751473136,max_steps_reached,0.3073507248866821,102.1240402911377,657,103.05966443200585,0.2522702065996429,max_steps_reached,0.15543993956033136,mask__price_seq_1d_target,-86.2819540643984,-0.15191078532635072,44,-9.372529911245934,-0.0036887685476706955
6,98.15347100791973,489,75.63204349484947,0.21850467836785134,max_steps_reached,0.20072284459697287,33.99194562152195,565,71.38041014041282,0.22243970183403924,max_steps_reached,0.06016273561331319,mask__price_seq_1d_target,-64.16152538639778,-0.14056010898365967,76,-4.251633354436649,0.0039350234661879036
7,525.03302562366,813,217.89515880690576,0.22810924905988092,max_steps_reached,0.6457970794878967,33.78911748047716,982,123.61621745573039,0.24856684289468134,max_steps_reached,0.03440846993938611,mask__price_seq_1d_target,-491.24390814318286,-0.6113886095485106,169,-94.27894135117536,0.02045759383480042
8,72.31724180249432,546,77.90587581898515,0.23349966630450417,max_steps_reached,0.13244916081042915,-22.422697511020772,626,69.87206120483596,0.2696391205088301,max_steps_reached,-0.03581900560865938,mask__price_seq_1d_target,-94.7399393135151,-0.16826816641908854,80,-8.033814614149193,0.03613945420432593
9,198.92613663966904,686,123.35026313160708,0.27485991036448837,max_steps_reached,0.2899797910199257,62.1491991895889,767,107.32861636360353,0.2678663462489573,max_steps_reached,0.08102894288081995,mask__price_seq_1d_target,-136.77693745008014,-0.20895084813910575,81,-16.02164676800355,-0.006993564115531092
10,168.34213982570895,674,116.34384826591078,0.25161326385357113,max_steps_reached,0.2497657860915563,47.9113379669642,769,106.78550600185886,0.2828994186986311,max_steps_reached,0.062303430386169305,mask__price_seq_1d_target,-120.43080185874476,-0.187462355705387,95,-9.558342264051916,0.03128615484505998
11,97.99445664053042,441,69.16656383335618,0.2232141960764813,max_steps_reached,0.2222096522461007,40.766594128074246,527,67.8633446432344,0.2214924373371327,max_steps_reached,0.07735596608742741,mask__price_seq_1d_target,-57.22786251245617,-0.14485368615867328,86,-1.30321919012178,-0.0017217587393486
0,134.47015357407878,420,71.51578997495672,0.22006975928933767,max_steps_reached,0.3201670323192352,144.49166028270503,396,57.113021059969384,0.24882092835768824,max_steps_reached,0.3648779300068309,mask__price_seq_1d_others,10.021506708626248,0.044710897687595674,-24,-14.402768914987334,0.02875116906835057
1,626.2146740208673,834,236.26124673881128,0.2519763590630414,max_steps_reached,0.7508569232864116,247.15561640753162,663,113.37753701521308,0.3990611042946139,max_steps_reached,0.372783735154648,mask__price_seq_1d_others,-379.05905761333565,-0.3780731881317636,-171,-122.8837097235982,0.1470847452315725
2,26.49043084537209,691,82.27222147102617,0.3405866578244132,max_steps_reached,0.03833636880661662,112.89883007075639,544,69.09342425861668,0.36978467672319204,max_steps_reached,0.20753461410065513,mask__price_seq_1d_others,86.4083992253843,0.1691982452940385,-147,-13.178797212409492,0.02919801889877882
3,175.76551509341783,672,115.86141399572783,0.25096299529240207,max_steps_reached,0.2615558260318718,104.95803183494127,634,77.46419626660372,0.3560748012049044,max_steps_reached,0.16554894611189475,mask__price_seq_1d_others,-70.80748325847657,-0.09600687991997703,-38,-38.39721772912411,0.10511180591250235
4,586.3554881340234,820,229.39558795036604,0.2413477619156916,max_steps_reached,0.7150676684561261,132.02595010080728,758,96.18998210363232,0.39928363824802576,max_steps_reached,0.17417671517256897,mask__price_seq_1d_others,-454.3295380332161,-0.5408909532835572,-62,-133.2056058467337,0.15793587633233416
5,188.4059943555361,613,112.43219434325178,0.2559589751473136,max_steps_reached,0.3073507248866821,92.43343146820968,600,72.07135973192466,0.3283719500949223,max_steps_reached,0.1540557191136828,mask__price_seq_1d_others,-95.97256288732643,-0.1532950057729993,-13,-40.36083461132712,0.07241297494760873
6,98.15347100791973,489,75.63204349484947,0.21850467836785134,max_steps_reached,0.20072284459697287,99.51281664357731,454,55.73256226739758,0.3527581818045031,max_steps_reached,0.2191912260871747,mask__price_seq_1d_others,1.3593456356575757,0.01846838149020183,-35,-19.899481227451886,0.13425350343665174
7,525.03302562366,813,217.89515880690576,0.22810924905988092,max_steps_reached,0.6457970794878967,117.70189611964764,776,100.65690865249218,0.4225230867841561,max_steps_reached,0.15167770118511295,mask__price_seq_1d_others,-407.3311295040124,-0.49411937830278374,-37,-117.23825015441358,0.1944138377242752
8,72.31724180249432,546,77.90587581898515,0.23349966630450417,max_steps_reached,0.13244916081042915,105.18251747523749,489,61.94328322006141,0.33727523596049935,max_steps_reached,0.2150971727509969,mask__price_seq_1d_others,32.86527567274317,0.08264801194056776,-57,-15.962592598923742,0.10377556965599519
9,198.92613663966904,686,123.35026313160708,0.27485991036448837,max_steps_reached,0.2899797910199257,72.27964499262833,664,77.57524962695408,0.3523002009235406,max_steps_reached,0.10885488703709087,mask__price_seq_1d_others,-126.6464916470407,-0.18112490398283485,-22,-45.775013504653,0.07744029055905222
10,168.34213982570895,674,116.34384826591078,0.25161326385357113,max_steps_reached,0.2497657860915563,109.22726146889914,647,76.73107037795808,0.3348265422794626,max_steps_reached,0.16882111509876221,mask__price_seq_1d_others,-59.11487835680981,-0.0809446709927941,-27,-39.6127778879527,0.08321327842589149
11,97.99445664053042,441,69.16656383335618,0.2232141960764813,max_steps_reached,0.2222096522461007,148.2751267353159,405,56.93260115515672,0.24953181736815458,max_steps_reached,0.36611142403781705,mask__price_seq_1d_others,50.28067009478548,0.14390177179171634,-36,-12.233962678199461,0.026317621291673282
0,134.47015357407878,420,71.51578997495672,0.22006975928933767,max_steps_reached,0.3201670323192352,133.41946358962167,428,72.8162910173137,0.23080023980799313,max_steps_reached,0.31172771866734034,mask__gate_flags,-1.050689984457108,-0.008439313651894875,8,1.3005010423569843,0.010730480518655466
1,626.2146740208673,834,236.26124673881128,0.2519763590630414,max_steps_reached,0.7508569232864116,546.981197701974,821,228.39195465948816,0.24918689235300076,max_steps_reached,0.666237756031637,mask__gate_flags,-79.23347631889328,-0.08461916725477459,-13,-7.869292079323117,-0.002789466710040628
2,26.49043084537209,691,82.27222147102617,0.3405866578244132,max_steps_reached,0.03833636880661662,72.23024941715573,627,84.98467781887112,0.26253803544307647,max_steps_reached,0.11519975983597405,mask__gate_flags,45.739818571783644,0.07686339102935744,-64,2.712456347844949,-0.07804862238133675
3,175.76551509341783,672,115.86141399572783,0.25096299529240207,max_steps_reached,0.2615558260318718,153.65215817300975,657,114.33600983364803,0.2618729998519932,max_steps_reached,0.23386934272908638,mask__gate_flags,-22.11335692040808,-0.027686483302785392,-15,-1.525404162079795,0.010910004559591124
4,586.3554881340234,820,229.39558795036604,0.2413477619156916,max_steps_reached,0.7150676684561261,577.1016890228341,825,230.36953198657167,0.22744654661318955,max_steps_reached,0.6995171988155564,mask__gate_flags,-9.253799111189323,-0.01555046964056972,5,0.9739440362056371,-0.013901215302502046
5,188.4059943555361,613,112.43219434325178,0.2559589751473136,max_steps_reached,0.3073507248866821,226.97452615437976,624,121.0167077863977,0.22263802329459037,max_steps_reached,0.36374122781150603,mask__gate_flags,38.56853179884365,0.05639050292482395,11,8.584513443145923,-0.03332095185272321
6,98.15347100791973,489,75.63204349484947,0.21850467836785134,max_steps_reached,0.20072284459697287,98.28452880733329,477,72.72875057094863,0.21192185252032458,max_steps_reached,0.20604723020405302,mask__gate_flags,0.13105779941355422,0.005324385607080151,-12,-2.9032929239008354,-0.006582825847526758
7,525.03302562366,813,217.89515880690576,0.22810924905988092,max_steps_reached,0.6457970794878967,526.5465803894361,838,222.16044070711268,0.21998060391502136,max_steps_reached,0.6283372081019525,mask__gate_flags,1.5135547657761208,-0.01745987138594418,25,4.265281900206929,-0.008128645144859559
8,72.31724180249432,546,77.90587581898515,0.23349966630450417,max_steps_reached,0.13244916081042915,83.55174296522057,526,76.47609548095375,0.2410054156958506,max_steps_reached,0.15884361780460185,mask__gate_flags,11.234501162726247,0.0263944569941727,-20,-1.4297803380314065,0.0075057493913464335
9,198.92613663966904,686,123.35026313160708,0.27485991036448837,max_steps_reached,0.2899797910199257,210.372602120461,684,124.19697835752999,0.28462530971648436,max_steps_reached,0.3075622838018436,mask__gate_flags,11.446465480791971,0.01758249278191787,-2,0.8467152259229067,0.009765399351995996
10,168.34213982570895,674,116.34384826591078,0.25161326385357113,max_steps_reached,0.2497657860915563,202.34522581497606,669,121.97277214540219,0.23711896798434387,max_steps_reached,0.3024592314125203,mask__gate_flags,34.003085989267106,0.05269344532096398,-5,5.62892387949141,-0.014494295869227264
11,97.99445664053042,441,69.16656383335618,0.2232141960764813,max_steps_reached,0.2222096522461007,99.91546841467243,430,67.24260227115462,0.21922882206340355,max_steps_reached,0.23236155445272658,mask__gate_flags,1.9210117741420163,0.010151902206625874,-11,-1.923961562201555,-0.003985374013077747
0,134.47015357407878,420,71.51578997495672,0.22006975928933767,max_steps_reached,0.3201670323192352,130.59879286112914,426,72.26008201786306,0.2293440950990965,max_steps_reached,0.30656993629373036,mask__regime_score,-3.871360712949638,-0.013597096025504851,6,0.7442920429063378,0.009274335809758838
1,626.2146740208673,834,236.26124673881128,0.2519763590630414,max_steps_reached,0.7508569232864116,553.010802313988,814,226.5985047316117,0.25007976261004583,max_steps_reached,0.6793744500171843,mask__regime_score,-73.20387170687923,-0.0714824732692273,-20,-9.662742007199569,-0.0018965964529955581
2,26.49043084537209,691,82.27222147102617,0.3405866578244132,max_steps_reached,0.03833636880661662,65.53540043190083,621,84.31726258751007,0.2632458233193643,max_steps_reached,0.1055320457840593,mask__regime_score,39.04496958652874,0.06719567697744266,-70,2.045041116483901,-0.07734083450504892
3,175.76551509341783,672,115.86141399572783,0.25096299529240207,max_steps_reached,0.2615558260318718,171.24244969645002,662,116.41682686067367,0.2616512433814275,max_steps_reached,0.25867439531185804,mask__regime_score,-4.523065396967809,-0.0028814307200137335,-10,0.5554128649458363,0.01068824808902541
4,586.3554881340234,820,229.39558795036604,0.2413477619156916,max_steps_reached,0.7150676684561261,569.0054218266577,802,226.5946047777139,0.24233709183496321,max_steps_reached,0.7094830696092989,mask__regime_score,-17.35006630736575,-0.005584598846827271,-18,-2.8009831726521384,0.0009893299192716143
5,188.4059943555361,613,112.43219434325178,0.2559589751473136,max_steps_reached,0.3073507248866821,294.4507391206498,649,137.98935824497354,0.2240847863539567,max_steps_reached,0.45369913577912147,mask__regime_score,106.0447447651137,0.14634841089243938,36,25.557163901721765,-0.03187418879335688
6,98.15347100791973,489,75.63204349484947,0.21850467836785134,max_steps_reached,0.20072284459697287,96.91773598845458,480,72.06620271281517,0.21313498073306994,max_steps_reached,0.20191194997594705,mask__regime_score,-1.235735019465153,0.0011891053789741812,-9,-3.5658407820343,-0.005369697634781401
7,525.03302562366,813,217.89515880690576,0.22810924905988092,max_steps_reached,0.6457970794878967,543.0053486355664,819,220.69044149867227,0.21993392615445428,max_steps_reached,0.6630101936942203,mask__regime_score,17.972323011906383,0.017213114206323654,6,2.7952826917665163,-0.008175322905426635
8,72.31724180249432,546,77.90587581898515,0.23349966630450417,max_steps_reached,0.13244916081042915,87.56662627525748,522,76.06345995703619,0.22378682683534065,max_steps_reached,0.16775215761543577,mask__regime_score,15.249384472763154,0.03530299680500662,-24,-1.8424158619489646,-0.009712839469163514
9,198.92613663966904,686,123.35026313160708,0.27485991036448837,max_steps_reached,0.2899797910199257,224.7516134935944,686,126.56068408126846,0.24796171712981102,max_steps_reached,0.32762625873701806,mask__regime_score,25.825476853925352,0.03764646771709235,0,3.2104209496613834,-0.026898193234677348
10,168.34213982570895,674,116.34384826591078,0.25161326385357113,max_steps_reached,0.2497657860915563,188.23039427623354,670,118.74601286288342,0.2414175107237153,max_steps_reached,0.280940886979453,mask__regime_score,19.888254450524585,0.031175100887896712,-4,2.4021645969726393,-0.010195753129855822
11,97.99445664053042,441,69.16656383335618,0.2232141960764813,max_steps_reached,0.2222096522461007,100.97867454780595,429,67.17252106034844,0.2201795872944427,max_steps_reached,0.23538152575246143,mask__regime_score,2.9842179072755357,0.013171873506360732,-12,-1.9940427730077346,-0.0030346087820385947
0,134.47015357407878,420,71.51578997495672,0.22006975928933767,max_steps_reached,0.3201670323192352,125.35384480622997,426,72.11828395999633,0.22911485106906113,max_steps_reached,0.2942578516578168,candidate__baseline_current,-9.116308767848807,-0.025909180661418396,6,0.6024939850396152,0.009045091779723458
1,626.2146740208673,834,236.26124673881128,0.2519763590630414,max_steps_reached,0.7508569232864116,584.6190752010936,829,235.0383782409311,0.2536740557420474,max_steps_reached,0.7052099821484844,candidate__baseline_current,-41.59559881977373,-0.04564694113792722,-5,-1.222868497880171,0.0016976966790059889
2,26.49043084537209,691,82.27222147102617,0.3405866578244132,max_steps_reached,0.03833636880661662,27.831459876459803,691,82.08188660610614,0.33011127212776037,max_steps_reached,0.040277076521649496,candidate__baseline_current,1.3410290310877144,0.001940707715032873,0,-0.1903348649200325,-0.01047538569665285
3,175.76551509341783,672,115.86141399572783,0.25096299529240207,max_steps_reached,0.2615558260318718,147.54454858852176,670,113.58364574927566,0.2709479435391114,max_steps_reached,0.2202157441619728,candidate__baseline_current,-28.22096650489607,-0.04134008186989899,-2,-2.277768246452169,0.019984948246709322
4,586.3554881340234,820,229.39558795036604,0.2413477619156916,max_steps_reached,0.7150676684561261,580.1966041273689,819,229.95630821377094,0.23716634284324944,max_steps_reached,0.7084207620602795,candidate__baseline_current,-6.158884006654489,-0.006646906395846641,-1,0.5607202634049031,-0.004181419072442155
5,188.4059943555361,613,112.43219434325178,0.2559589751473136,max_steps_reached,0.3073507248866821,207.29991395135812,619,118.729956394789,0.24684768457883544,max_steps_reached,0.33489485291011006,candidate__baseline_current,18.893919595822013,0.027544128023427983,6,6.2977620515372195,-0.009111290568478148
6,98.15347100791973,489,75.63204349484947,0.21850467836785134,max_steps_reached,0.20072284459697287,101.12606400732147,490,75.50285787738402,0.2130239843620552,max_steps_reached,0.2063797224639214,candidate__baseline_current,2.9725929994017406,0.005656877866948518,1,-0.12918561746545265,-0.0054806940057961495
7,525.03302562366,813,217.89515880690576,0.22810924905988092,max_steps_reached,0.6457970794878967,554.4540680376879,812,223.69631413588624,0.2307186275870136,max_steps_reached,0.6828252069429653,candidate__baseline_current,29.421042414027852,0.03702812745506867,-1,5.801155328980485,0.002609378527132694
8,72.31724180249432,546,77.90587581898515,0.23349966630450417,max_steps_reached,0.13244916081042915,76.61907192702768,539,77.54288529425345,0.23573361962748132,max_steps_reached,0.1421504117384558,candidate__baseline_current,4.301830124533353,0.00970125092802665,-7,-0.3629905247316998,0.0022339533229771558
9,198.92613663966904,686,123.35026313160708,0.27485991036448837,max_steps_reached,0.2899797910199257,209.64141236002388,687,124.9185057026956,0.2827958580521564,max_steps_reached,0.3051548942649547,candidate__baseline_current,10.715275720354839,0.015175103245028965,1,1.5682425710885184,0.007935947687668032
10,168.34213982570895,674,116.34384826591078,0.25161326385357113,max_steps_reached,0.2497657860915563,173.59313114835192,671,115.57040944886957,0.25190373239235797,max_steps_reached,0.25870809411080764,candidate__baseline_current,5.25099132264296,0.008942308019251333,-3,-0.7734388170412103,0.00029046853878683665
11,97.99445664053042,441,69.16656383335618,0.2232141960764813,max_steps_reached,0.2222096522461007,90.34496320475245,440,68.00514407747434,0.22010938576757488,max_steps_reached,0.20532946182898285,candidate__baseline_current,-7.64949343577797,-0.016880190417117857,-1,-1.1614197558818375,-0.003104810308906414
0,134.47015357407878,420,71.51578997495672,0.22006975928933767,max_steps_reached,0.3201670323192352,106.65749212546518,403,63.995647447887876,0.2417481021537615,max_steps_reached,0.26465878939321386,candidate__ultra_minimal,-27.812661448613596,-0.055508242926021356,-17,-7.520142527068842,0.021678342864423827
1,626.2146740208673,834,236.26124673881128,0.2519763590630414,max_steps_reached,0.7508569232864116,79.21011495468025,939,110.58735655864862,0.4154337855724029,max_steps_reached,0.08435581997303541,candidate__ultra_minimal,-547.0045590661871,-0.6665011033133762,105,-125.67389018016266,0.16345742650936151
2,26.49043084537209,691,82.27222147102617,0.3405866578244132,max_steps_reached,0.03833636880661662,85.21083778088035,545,77.74743141924357,0.24889416776992604,max_steps_reached,0.15635016106583552,candidate__ultra_minimal,58.720406935508265,0.1180137922592189,-146,-4.5247900517826025,-0.09169249005448718
3,175.76551509341783,672,115.86141399572783,0.25096299529240207,max_steps_reached,0.2615558260318718,133.94201871865,605,96.41922694594095,0.2597446893518338,max_steps_reached,0.22139176647710743,candidate__ultra_minimal,-41.82349637476784,-0.04016405955476435,-67,-19.44218704978688,0.008781694059431744
4,586.3554881340234,820,229.39558795036604,0.2413477619156916,max_steps_reached,0.7150676684561261,81.57577871695486,907,107.62841716304033,0.3663308635312005,max_steps_reached,0.08994021909256324,candidate__ultra_minimal,-504.77970941706855,-0.6251274493635629,87,-121.76717078732571,0.12498310161550888
5,188.4059943555361,613,112.43219434325178,0.2559589751473136,max_steps_reached,0.3073507248866821,142.4738087593169,549,93.12878618611116,0.2939261863359061,max_steps_reached,0.25951513435212553,candidate__ultra_minimal,-45.9321855962192,-0.04783559053455655,-64,-19.303408157140623,0.03796721118859253
6,98.15347100791973,489,75.63204349484947,0.21850467836785134,max_steps_reached,0.20072284459697287,72.71495459297194,479,66.2902521102034,0.24755951578206808,max_steps_reached,0.15180575071601657,candidate__ultra_minimal,-25.4385164149478,-0.0489170938809563,-10,-9.341791384646072,0.029054837414216744
7,525.03302562366,813,217.89515880690576,0.22810924905988092,max_steps_reached,0.6457970794878967,71.66922317936354,905,106.89122748641631,0.37309928727753616,max_steps_reached,0.0791925118004017,candidate__ultra_minimal,-453.3638024442965,-0.566604567687495,92,-111.00393132048944,0.14499003821765524
8,72.31724180249432,546,77.90587581898515,0.23349966630450417,max_steps_reached,0.13244916081042915,107.99062002146195,489,74.30986167692569,0.23680621770560176,max_steps_reached,0.22083971374532096,candidate__ultra_minimal,35.67337821896763,0.08839055293489181,-57,-3.5960141420594596,0.0033065514010975905
9,198.92613663966904,686,123.35026313160708,0.27485991036448837,max_steps_reached,0.2899797910199257,171.35318287760077,618,105.21629518154505,0.2693816772473492,max_steps_reached,0.2772705224556647,candidate__ultra_minimal,-27.572953762068266,-0.012709268564261023,-68,-18.13396795006203,-0.005478233117139186
10,168.34213982570895,674,116.34384826591078,0.25161326385357113,max_steps_reached,0.2497657860915563,132.03283682803175,610,97.53566374811236,0.25673200064274015,max_steps_reached,0.21644727348857665,candidate__ultra_minimal,-36.30930299767721,-0.03331851260297966,-64,-18.808184517798423,0.0051187367891690205
11,97.99445664053042,441,69.16656383335618,0.2232141960764813,max_steps_reached,0.2222096522461007,107.79238846902734,414,65.48948175450718,0.24703943903801007,max_steps_reached,0.260368088089438,candidate__ultra_minimal,9.797931828496928,0.03815843584333731,-27,-3.677082078848997,0.02382524296152877
0,134.47015357407878,420,71.51578997495672,0.22006975928933767,max_steps_reached,0.3201670323192352,100.54804697071484,402,63.20456524987553,0.24170617359994584,max_steps_reached,0.25011951982764885,candidate__minimal_signal,-33.92210660336394,-0.07004751249158636,-18,-8.311224725081189,0.02163641431060817
