candidate,profit_mean,profit_per_trade_mean,trade_count_mean,total_fees_mean,fees_profit_ratio,episode_max_dd_mean,termination_balance_insufficient_count
hybrid_minimal_signal,14.794057090344813,0.04687637892635794,316.0,25.123655949250008,1.698226240160091,0.0536285399313182,0.0
minimal_signal,-1.5990063950396576,0.03880053101245885,191.4,13.88081353378285,8.680899324007136,0.04261040012333982,0.0
baseline_current,0.0,0.0,0.0,0.0,0.0,0.0,0.0
