candidate,seed,window_size,window_size_1d,no_trade_entry_threshold,no_trade_exit_threshold,min_position_change,max_step_pos_change_pct,lambda_turnover,profit_mean,profit_per_trade_mean,trade_count_mean,episode_steps_mean,total_fees_mean,episode_max_dd_mean,termination_balance_insufficient_count,fees_profit_ratio,trade_rate,trades_per_day
hybrid_minimal_signal,43,12,6,0.22,0.11,0.22,0.35,0.0002,-1.490765895618506,0.01115287023745889,157.0,3979.2,12.0609683438202,0.09095060019762675,0,8.090450941538482,0.0394551668677121,11.363088057901086
