time,open,high,low,close,volume_usd,open_interest_open,open_interest_high,open_interest_low,open_interest_close,funding_rate_open,funding_rate_high,funding_rate_low,funding_rate_close,funding_rate_oi_weight_open,funding_rate_oi_weight_high,funding_rate_oi_weight_low,funding_rate_oi_weight_close,funding_rate_vol_weight_open,funding_rate_vol_weight_high,funding_rate_vol_weight_low,funding_rate_vol_weight_close,global_long_short_account_ratio_global_account_long_percent,global_long_short_account_ratio_global_account_short_percent,global_long_short_account_ratio_global_account_long_short_ratio,top_long_short_account_ratio_top_account_long_percent,top_long_short_account_ratio_top_account_short_percent,top_long_short_account_ratio_top_account_long_short_ratio,top_long_short_position_ratio_top_position_long_percent,top_long_short_position_ratio_top_position_short_percent,top_long_short_position_ratio_top_position_long_short_ratio,liquidation_long_liquidation_usd,liquidation_short_liquidation_usd,liquidation_aggregated_aggregated_long_liquidation_usd,liquidation_aggregated_aggregated_short_liquidation_usd,ask_bids_bids_usd,ask_bids_bids_quantity,ask_bids_asks_usd,ask_bids_asks_quantity,aggregated_ask_bids_aggregated_bids_usd,aggregated_ask_bids_aggregated_bids_quantity,aggregated_ask_bids_aggregated_asks_usd,aggregated_ask_bids_aggregated_asks_quantity
2023-03-29,0.07378,0.07682,0.07346,0.07553,335424468.5567,98386213,115456598,98084326,113726547,0.008845,0.01,0.008502,0.01,0.01028656,0.01338882,0.00631809,0.00901318,,,,,76.29,23.71,3.22,73.29,26.71,2.74,61.27,38.73,1.58,40509.754165,223664.959425,40509.754165,271742.486338,,,,,,,,
2023-03-30,0.07553,0.07684,0.07292,0.07417,319216996.2843,113726547,115222311,104933165,105573967,0.01,0.01,-0.003344,0.001932,0.00901318,0.0142305,0.00247468,0.00507384,,,,,73.5,26.5,2.77,70.49,29.51,2.39,64.44,35.56,1.81,190209.73955,70235.568643,234451.825464,70235.568643,,,,,,,,
2023-03-31,0.07416,0.07789,0.07331,0.0769,329132946.2964,105573967,125540106,104153085,123507766,0.001932,0.01,0.000183,0.01,0.00507384,0.01109323,0.00104698,0.01106031,,,,,77.5,22.5,3.44,75.19,24.81,3.03,65.0,35.0,1.86,41343.499401,168207.029935,41888.235591,185890.845262,,,,,,,,
2023-04-01,0.07691,0.08337,0.07582,0.08183,762834503.3168,123507766,168626675,120159194,166896032,0.01,0.01,0.008775,0.01,0.01106031,0.01510416,0.00310258,0.00394298,,,,,72.35,27.65,2.62,69.4,30.6,2.27,63.83,36.17,1.77,145385.543391,376236.28649,146780.633646,530035.372495,,,,,,,,
2023-04-02,0.08182,0.08559,0.07706,0.079,1101109595.9655,166896032,196340483,147617684,150489922,0.01,0.01,0.000868,0.002952,0.00394298,0.01481159,-0.000932,0.00730323,,,,,66.99,33.01,2.03,65.33,34.67,1.88,61.91,38.09,1.63,592400.536074,246953.657881,763322.320876,369003.248726,,,,,,,,
2023-04-03,0.07899,0.10523,0.07552,0.09596,4836235344.4013,150489922,290578699,140069612,253393572,0.002952,0.01,-0.00025,0.01,0.00730323,0.014684,-0.01318412,0.0015116,,,,,80.8,19.2,4.21,82.78,17.22,4.81,63.55,36.45,1.74,1637964.843571,1548664.946302,2105958.51481,2016671.796988,,,,,,,,
2023-04-04,0.09597,0.10357,0.09202,0.09514,4237749527.2283,253393572,356526946,243006090,286395073,0.01,0.01,0.01,0.01,0.0015116,0.02244576,-0.00426868,0.01589065,,,,,61.54,38.46,1.6,60.05,39.95,1.5,57.86,42.14,1.37,1029924.425475,1643057.857008,1227026.980688,1840151.438454,,,,,,,,
2023-04-05,0.09514,0.09921,0.09029,0.09269,2027163131.8289,286395073,346654005,280547981,295526062,0.01,0.01,0.01,0.01,0.01589065,0.01646735,0.00422534,0.00923055,,,,,60.49,39.51,1.53,65.11,34.89,1.87,62.66,37.34,1.68,2003688.827986,372393.785778,2316700.653812,406155.928982,,,,,,,,
2023-04-06,0.09268,0.09276,0.084,0.08539,1888550554.0516,295526062,301422349,261000875,262386218,0.01,0.01,0.000688,0.001669,0.00923055,0.01464223,0.00386381,0.00460245,,,,,68.92,31.08,2.22,72.58,27.42,2.65,64.91,35.09,1.85,716925.670739,895330.686698,1060496.423241,922910.809796,,,,,,,,
2023-04-07,0.08538,0.0862,0.081,0.08217,1158958054.5609,262386218,264438326,249303556,251671582,0.001669,0.01,-0.003511,0.002264,0.00460245,0.0147312,-0.00163129,0.00590913,,,,,75.62,24.38,3.1,79.25,20.75,3.82,65.39,34.61,1.89,215490.003644,32517.666238,317612.517705,32517.666238,,,,,,,,
