time,open,high,low,close,volume_usd,open_interest_open,open_interest_high,open_interest_low,open_interest_close,funding_rate_open,funding_rate_high,funding_rate_low,funding_rate_close,funding_rate_oi_weight_open,funding_rate_oi_weight_high,funding_rate_oi_weight_low,funding_rate_oi_weight_close,funding_rate_vol_weight_open,funding_rate_vol_weight_high,funding_rate_vol_weight_low,funding_rate_vol_weight_close,global_long_short_account_ratio_global_account_long_percent,global_long_short_account_ratio_global_account_short_percent,global_long_short_account_ratio_global_account_long_short_ratio,top_long_short_account_ratio_top_account_long_percent,top_long_short_account_ratio_top_account_short_percent,top_long_short_account_ratio_top_account_long_short_ratio,top_long_short_position_ratio_top_position_long_percent,top_long_short_position_ratio_top_position_short_percent,top_long_short_position_ratio_top_position_long_short_ratio,liquidation_long_liquidation_usd,liquidation_short_liquidation_usd,liquidation_aggregated_aggregated_long_liquidation_usd,liquidation_aggregated_aggregated_short_liquidation_usd,ask_bids_bids_usd,ask_bids_bids_quantity,ask_bids_asks_usd,ask_bids_asks_quantity,aggregated_ask_bids_aggregated_bids_usd,aggregated_ask_bids_aggregated_bids_quantity,aggregated_ask_bids_aggregated_asks_usd,aggregated_ask_bids_aggregated_asks_quantity,taker_buy_sell_volume_taker_buy_volume_usd,taker_buy_sell_volume_taker_sell_volume_usd
2024-05-05,3115.46,3171.15,3071.1,3135.24,4910484765.9385,2266082341,2341462446,2214858674.0,2291259916.0,0.008885,0.01,0.00232,0.005565,0.00835,0.009536,0.003925,0.00495,0.008785,0.009941,0.004171,0.00508,72.65,27.35,2.66,74.39,25.61,2.91,67.05,32.95,2.04,1786750.04624,1960879.31808,3113216.0119538,2239383.47316832,49413037.9929,15933.664,37508940.223,11992.653,49413037.9929,15933.664,37508940.223,11992.653,2421213716.8898,2489271049.0487
2024-05-06,3135.24,3221.95,3043.92,3061.5,8247252269.0624,2291259916,2391551961,2170486729.0,2194461899.0,0.005565,0.01,0.005565,0.007333,0.00495,0.010843,0.00495,0.007342,0.00508,0.010668,0.00508,0.007332,71.94,28.06,2.56,74.41,25.59,2.91,67.02,32.98,2.03,10480909.72103,2331897.99227,11823062.01121939,3503757.40138364,41211453.2849,13201.39,34591177.1316,10992.343,41211453.2849,13201.39,34591177.1316,10992.343,4019920447.4652,4227331821.5972
2024-05-07,3061.51,3128.59,2996.53,3004.55,6751830963.0117,2194461899,2277134109,2118340820.0,2120476570.0,0.007333,0.01,0.003588,0.007764,0.007342,0.008236,0.005283,0.007301,0.007332,0.00789,0.004347,0.006626,76.4,23.6,3.24,77.5,22.5,3.44,69.14,30.86,2.24,5068899.53911,2964419.75412,6703691.10264117,3359353.43482,39578517.8026,12984.0,35787093.4666,11646.963,39578517.8026,12984.0,35787093.4666,11646.963,3272641137.0888,3479189825.9229
2024-05-08,3004.55,3037.52,2930.64,2972.93,6577135535.9307,2120476570,2225403681,2096771161.0,2158366751.0,0.007764,0.01,0.005602,0.01,0.007301,0.011359,0.006497,0.009695,0.006626,0.010629,0.006507,0.009296,79.12,20.88,3.79,78.93,21.07,3.75,67.17,32.83,2.05,4826036.51749,3047551.76794,5950174.01275117,3175382.71925,47082033.5465,15747.465,34740436.8233,11525.903,47082033.5465,15747.465,34740436.8233,11525.903,3198238089.448,3378897446.4827
2024-05-09,2972.94,3058.23,2949.0,3034.75,5123060886.7981,2158366751,2264668338,2158279022.0,2219621291.0,0.01,0.01,0.008067,0.009034,0.009695,0.012176,0.008197,0.008895,0.009296,0.012207,0.007453,0.008207,81.07,18.93,4.28,80.38,19.62,4.1,67.06,32.94,2.04,2294479.29469,3650858.00363,2469823.5481835,4019067.89891,35515875.3732,11989.655,35043346.2243,11745.961,35515875.3732,11989.655,35043346.2243,11745.961,2627142581.7394,2495918305.0587
2024-05-10,3034.75,3053.52,2877.0,2908.85,6695556186.6807,2219621291,2263989750,2131700208.0,2227840358.0,0.009034,0.01,0.003117,0.007572,0.008895,0.010622,-0.002261,0.00777,0.008207,0.011159,0.002124,0.006937,78.78,21.22,3.71,78.45,21.55,3.64,68.08,31.92,2.13,5057699.42632,770819.00527,6960284.16271249,812001.8221405,40584878.9088,13422.431,34859668.8261,11444.423,40584878.9088,13422.431,34859668.8261,11444.423,3192750220.1253,3502805966.5554
2024-05-11,2908.85,2946.6,2884.6,2911.27,3244218298.2703,2227840358,2247051041,2168290115.0,2176879276.0,0.007572,0.01,0.00373,0.007976,0.00777,0.010798,0.006185,0.00796,0.006937,0.012047,0.005189,0.008453,84.16,15.84,5.31,82.36,17.64,4.67,66.72,33.28,2.01,964681.31852,4522694.12665,1013978.31485806,5602600.91984,38916883.9291,13432.699,54697655.7305,18710.823,38916883.9291,13432.699,54697655.7305,18710.823,1617707450.9482,1626510847.3221
2024-05-12,2911.27,2954.94,2898.97,2927.73,2935939763.4717,2176879276,2238058379,2176879276.0,2198957229.0,0.007976,0.009287,0.005166,0.005829,0.00796,0.008804,0.002596,0.005001,0.008453,0.009668,0.003017,0.004982,82.84,17.16,4.83,80.89,19.11,4.23,66.99,33.01,2.03,1353923.99526,5654005.83029,1441190.17928439,5708288.41323,46035346.8438,15883.286,36588577.1602,12526.757,46035346.8438,15883.286,36588577.1602,12526.757,1476867776.1726,1459071987.2991
2024-05-13,2927.73,2996.44,2863.8,2949.71,7308749343.3844,2198957229,2364685730,2176258634.0,2320703109.0,0.005829,0.01,0.002526,0.01,0.005001,0.010878,0.001423,0.010409,0.004982,0.012419,0.001952,0.011957,81.37,18.63,4.37,79.5,20.5,3.88,66.76,33.24,2.01,4412713.77467,4357433.39679,11729561.44111778,6127923.78369144,59364879.0009,20373.022,42014802.3553,14286.381,59364879.0009,20373.022,42014802.3553,14286.381,3664239230.076,3644510113.3084
2024-05-14,2949.72,2959.79,2858.14,2880.87,6062587793.5275,2320703109,2344726958,2250772435.0,2308018069.0,0.01,0.01,0.005188,0.01,0.010409,0.010409,0.005643,0.009874,0.011957,0.011957,0.00563,0.01028,78.56,21.44,3.66,78.37,21.63,3.62,68.46,31.54,2.17,5019241.1966,1587986.79154,7018497.1910898,1706339.91572,42501244.437,14464.636,41662094.13,14068.764,42501244.437,14464.636,41662094.13,14068.764,2930382295.8322,3132205497.6953
2024-05-15,2880.87,3039.52,2861.71,3030.66,7490560625.2803,2308018069,2420177736,2302518979.0,2414812282.0,0.01,0.01,0.00645,0.01,0.009874,0.010567,0.004311,0.008325,0.01028,0.010683,0.005784,0.009507,82.75,17.25,4.8,81.58,18.42,4.43,69.26,30.74,2.25,1739740.44032,4438177.13098,3158386.52699768,4867069.67518,50380918.0921,17563.109,38490664.7185,13307.07,50380918.0921,17563.109,38490664.7185,13307.07,3811985743.389,3678574881.8913
2024-05-16,3030.67,3039.95,2920.93,2943.22,6049550676.9047,2414812282,2417782013,2286740767.0,2318982724.0,0.01,0.01,0.004618,0.005401,0.008325,0.011488,0.00507,0.005491,0.009507,0.013951,0.006271,0.006271,75.53,24.47,3.09,76.15,23.85,3.19,67.91,32.09,2.12,3973194.57759,624663.75446,7058357.40137611,710720.13083805,40031767.6306,13252.6,39999783.0451,13140.713,40031767.6306,13252.6,39999783.0451,13140.713,2943163334.2268,3106387342.6779
2024-05-17,2943.22,3119.0,2931.36,3090.48,7838262653.5599,2318982724,2644796072,2305957198.0,2598306284.0,0.005401,0.01,0.001848,0.007565,0.005491,0.009181,0.003595,0.007442,0.006271,0.009445,0.003417,0.007595,81.97,18.03,4.55,82.83,17.17,4.82,68.28,31.72,2.15,1744220.82889,4185065.0261,2151519.53135605,7518061.39861278,47300824.9833,16136.115,46444386.9852,15722.378,47300824.9833,16136.115,46444386.9852,15722.378,4027227223.1679,3811035430.392
2024-05-18,3090.47,3146.36,3081.59,3121.59,4156983751.9522,2598306284,2679277362,2569965865.0,2631821575.0,0.007565,0.008567,0.002763,0.007377,0.007442,0.008962,0.005621,0.008661,0.007595,0.009045,0.005172,0.008368,70.73,29.27,2.42,73.6,26.4,2.79,66.16,33.84,1.96,1505812.76345,1730266.90121,1533337.61266042,1943143.35752725,47300824.9833,16136.115,46444386.9852,15722.378,47300824.9833,16136.115,46444386.9852,15722.378,2051457613.5202,2105526138.432
2024-05-19,3121.6,3135.58,3051.3,3069.98,4166087446.6723,2631821575,2645372710,2518771518.0,2529244233.0,0.007377,0.01,0.002925,0.009728,0.008661,0.009824,0.00605,0.009003,0.008368,0.011817,0.004925,0.010155,68.83,31.17,2.21,72.3,27.7,2.61,65.37,34.63,1.89,3023785.92075,549665.34948,3668983.44821445,624740.91103848,45258075.9858,14552.211,62528596.5181,19941.58,45258075.9858,14552.211,62528596.5181,19941.58,2006765491.6127,2159321955.0596
2024-05-20,3069.98,3698.86,3045.06,3664.39,18047933128.4435,2529244233,3553883124,2487444411.0,3504987998.0,0.009728,0.01,0.00091,0.01,0.009003,0.02016,0.004941,0.02016,0.010155,0.016547,0.004465,0.016534,73.68,26.32,2.8,76.55,23.45,3.26,66.16,33.84,1.96,5178337.49814,11848399.52144,8632713.6291575,24752622.35871696,53628066.8537,17556.926,46789443.227,15173.745,53628066.8537,17556.926,46789443.227,15173.745,9379595160.6872,8668337967.7563
2024-05-21,3664.38,3849.26,3628.0,3792.32,21078470460.9208,3504987998,4107702378,3504987998.0,4019565233.0,0.01,0.026127,0.01,0.012493,0.02016,0.035187,0.015269,0.021524,0.016534,0.03287,0.01152,0.022058,58.55,41.45,1.41,61.73,38.27,1.61,67.57,32.43,2.08,9052574.52708,8797962.79952,10490274.15702341,13178795.99107879,42355928.4616,11598.589,37603366.1231,10206.768,42355928.4616,11598.589,37603366.1231,10206.768,10516190909.4255,10562279551.4953
2024-05-22,3792.33,3816.84,3655.0,3740.25,13561415805.807,4019565233,4054409531,3798647003.0,3934685417.0,0.012493,0.016965,0.01,0.01,0.021524,0.025237,0.01038,0.014875,0.022058,0.023985,0.009065,0.012681,54.58,45.42,1.2,57.59,42.41,1.36,71.9,28.1,2.56,6394484.40068,5793236.90108,9898111.65513587,6542172.97560944,41303391.8757,10934.226,37415163.2546,9824.144,41303391.8757,10934.226,37415163.2546,9824.144,6663534962.4954,6897880843.3184
2024-05-23,3740.25,3952.89,3524.55,3784.8,27823505197.6447,3934685417,4401420259,3865923691.0,3911263223.0,0.01,0.014451,0.01,0.01,0.014875,0.02349,0.011267,0.011329,0.012681,0.02083,0.010091,0.010122,58.0,42.0,1.38,62.23,37.77,1.65,72.47,27.53,2.63,10706223.69861,11722783.55165,37209170.29080811,14539644.86760577,47686238.4248,12807.263,35597925.4993,9477.173,47686238.4248,12807.263,35597925.4993,9477.173,13739003715.7065,14084501481.9413
2024-05-24,3784.79,3832.0,3627.0,3729.61,11955909963.3882,3911263223,3972006723,3764294042.0,3936042025.0,0.01,0.01,0.01,0.01,0.011329,0.011774,0.008175,0.008304,0.010122,0.010596,0.00724,0.007446,64.36,35.64,1.81,66.72,33.28,2.01,71.21,28.79,2.47,6325357.49683,3781709.51041,11767695.15507763,4185278.31371134,36439092.2676,9661.847,34067096.5579,8959.236,36439092.2676,9661.847,34067096.5579,8959.236,5934904407.2124,6021005556.1758
2024-05-25,3729.61,3782.82,3710.14,3751.15,4299279975.4939,3936042025,4079941044,3918513948.0,4051292884.0,0.01,0.01,0.01,0.01,0.008304,0.010657,0.007614,0.01061,0.007446,0.010668,0.006746,0.010422,66.8,33.2,2.01,69.7,30.3,2.3,71.23,28.77,2.48,757011.61023,1743692.81054,825103.7120095,2058858.12263,45481371.4095,12240.848,38961784.7165,10407.425,45481371.4095,12240.848,38961784.7165,10407.425,2162608787.8995,2136671187.5944
2024-05-26,3751.16,3887.26,3732.06,3827.53,7268611401.619,4051292884,4440241352,4018576865.0,4328349834.0,0.01,0.01,0.01,0.01,0.01061,0.012345,0.009141,0.010287,0.010422,0.011484,0.006842,0.007717,65.46,34.54,1.9,68.11,31.89,2.14,70.44,29.56,2.38,1749688.9176,4277279.93107,2068090.60527416,5563878.07457244,45245727.9171,12113.276,59693483.1307,15843.182,45245727.9171,12113.276,59693483.1307,15843.182,3695238087.5078,3573373314.1112
2024-05-27,3827.54,3980.0,3824.7,3896.09,10831101105.8989,4328349834,4589802706,4317581839.0,4413652062.0,0.01,0.01,0.01,0.01,0.010287,0.019867,0.009114,0.014978,0.007717,0.013115,0.007036,0.012717,58.46,41.54,1.41,61.97,38.03,1.63,69.78,30.22,2.31,4475187.79657,6464545.7297,5631974.94048207,7464420.60860752,85421941.6343,22424.346,39288275.9588,10227.061,85421941.6343,22424.346,39288275.9588,10227.061,5509171361.1527,5321929744.7462
2024-05-28,3896.09,3934.42,3775.42,3847.0,10586845589.3862,4413652062,4447388637,4252568425.0,4262940704.0,0.01,0.022149,0.01,0.017485,0.014978,0.021475,0.010933,0.018403,0.012717,0.021414,0.012491,0.017791,59.07,40.93,1.44,62.02,37.98,1.63,69.46,30.54,2.27,11208133.82548,3882164.08978,14274577.6346008,4074309.1151932,44581221.4109,11492.365,42374862.8558,10832.401,44581221.4109,11492.365,42374862.8558,10832.401,5098759619.9024,5488085969.4838
2024-05-29,3847.01,3891.79,3746.41,3770.0,8840201339.0675,4262940704,4328253097,4176541612.0,4290730456.0,0.017485,0.028424,0.01,0.025421,0.018403,0.021704,0.014466,0.019821,0.017791,0.023039,0.014051,0.021518,65.2,34.8,1.87,67.52,32.48,2.08,71.17,28.83,2.47,4879093.61019,4125213.6659,8437428.09846508,4291716.38543,65863138.6759,17197.946,47300228.9455,12238.491,65863138.6759,17197.946,47300228.9455,12238.491,4310818598.3445,4529382740.723
2024-05-30,3770.01,3828.74,3704.7,3750.39,8797088948.5745,4290730456,4307610169,4118128946.0,4145871788.0,0.025421,0.025421,0.01,0.01,0.019821,0.02101,0.009544,0.009571,0.021518,0.022143,0.008923,0.009676,69.69,30.31,2.3,70.57,29.43,2.4,70.68,29.32,2.41,2398087.43985,4592154.6207,3692215.56586977,4761569.964406,51988540.6519,13850.75,108772932.6519,28788.495,51988540.6519,13850.75,108772932.6519,28788.495,4346372679.223,4450716269.3515
2024-05-31,3750.38,3859.53,3725.16,3764.35,8482435926.0372,4145871788,4317560376,4114305496.0,4242152750.0,0.01,0.020847,0.01,0.017293,0.009571,0.019595,0.009455,0.017024,0.009676,0.018645,0.009676,0.01641,71.75,28.25,2.54,72.27,27.73,2.61,71.46,28.54,2.5,4299866.822,2974415.14821,6901559.61565379,3336870.58671766,95731193.814,25634.21,60505148.963,16083.031,95731193.814,25634.21,60505148.963,16083.031,4230764819.2285,4251671106.8087
2024-06-01,3764.35,3837.2,3754.36,3817.49,3762257985.1415,4242152750,4414687015,4236613872.0,4390231163.0,0.017293,0.018602,0.010607,0.0158,0.017024,0.018139,0.010452,0.013659,0.01641,0.016759,0.010246,0.014033,71.45,28.55,2.5,72.36,27.64,2.62,71.34,28.66,2.49,338435.93401,1048952.12602,379529.57242255,1275219.6789582,60434286.8394,16134.557,39509945.9469,10458.374,60434286.8394,16134.557,39509945.9469,10458.374,1943999051.2451,1818258933.8964
