candidate,seed,window_size,window_size_1d,profit_mean,profit_per_trade_mean,trade_count_mean,total_fees_mean,episode_max_dd_mean,termination_balance_insufficient_count,fees_profit_ratio
baseline_current,42,24,12,0.0,0.0,0.0,0.0,0.0,0,0.0
minimal_signal,42,12,6,9.31415059110642,0.10422820335068173,121.2,8.973149093938535,0.041036926811440014,0,0.9633888786924393
