candidate,profit_mean,profit_per_trade_mean,trade_count_mean,total_fees_mean,fees_profit_ratio,episode_max_dd_mean,termination_balance_insufficient_count
minimal_signal,9.31415059110642,0.10422820335068173,121.2,8.973149093938535,0.9633888786924393,0.041036926811440014,0.0
baseline_current,0.0,0.0,0.0,0.0,0.0,0.0,0.0
