candidate,profit_mean,profit_per_trade_mean,trade_count_mean,total_fees_mean,fees_profit_ratio,episode_max_dd_mean,termination_balance_insufficient_count
hybrid_minimal_signal,12.364754307293982,0.0474991312463334,284.4,22.14014719605924,1.7905852915329457,0.08344350185656477,0.0
