cnn_key,obs_key,channel,concept_key,variant,symbol_scope,normalized_name,mean_auc_binary,mean_macro_f1,mean_importance_pct,mean_signal_score,std_signal_score,specs_count,positive_signal_specs,mean_window_size,mean_horizon_k,signal_score_ci_low,signal_score_ci_high
1d_others,price_seq_1d_others,DOGEUSDT_quote_volume_roc_1,quote_volume,roc_1,symbol,quote_volume_roc_1,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,DOGEUSDT_quote_volume_roc_12,quote_volume,roc_12,symbol,quote_volume_roc_12,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,DOGEUSDT_quote_volume_z_short,quote_volume,z_short,symbol,quote_volume_z_short,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,DOGEUSDT_ret_1d_scale,ret_1d,scale,symbol,ret_1d_scale,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,DOGEUSDT_ret_3d_z,ret_3d,z,symbol,ret_3d_z,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,DOGEUSDT_trades_ema_12_48_spread,trades,ema_12_48_spread,symbol,trades_ema_12_48_spread,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,DOGEUSDT_trades_z_long,trades,z_long,symbol,trades_z_long,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,DOGEUSDT_trades_z_short,trades,z_short,symbol,trades_z_short,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,DOGEUSDT_volume_ema_12_48_spread,volume,ema_12_48_spread,symbol,volume_ema_12_48_spread,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,DOGEUSDT_volume_ratio_z_long,volume_ratio,z_long,symbol,volume_ratio_z_long,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,DOGEUSDT_volume_roc_1,volume,roc_1,symbol,volume_roc_1,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_buy_volume_roc_12,buy_volume,roc_12,symbol,buy_volume_roc_12,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_buy_volume_z_long,buy_volume,z_long,symbol,buy_volume_z_long,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_high_roc_12,high,roc_12,symbol,high_roc_12,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_liq_long_log_z,liq_long,log_z,symbol,liq_long_log_z,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_liq_long_roc_1,liq_long,roc_1,symbol,liq_long_roc_1,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_liq_long_z_long,liq_long,z_long,symbol,liq_long_z_long,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_liq_short_roc_1,liq_short,roc_1,symbol,liq_short_roc_1,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_liq_short_z_long,liq_short,z_long,symbol,liq_short_z_long,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_liq_short_z_short,liq_short,z_short,symbol,liq_short_z_short,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_low_roc_1,low,roc_1,symbol,low_roc_1,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_low_z_short,low,z_short,symbol,low_z_short,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_ls_account_ratio_z,ls_account_ratio,z,symbol,ls_account_ratio_z,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_ob_imbalance_roc_12,ob_imbalance,roc_12,symbol,ob_imbalance_roc_12,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_oi_close_roc_1,oi_close,roc_1,symbol,oi_close_roc_1,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_oi_close_scale,oi_close,scale,symbol,oi_close_scale,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_oi_close_z_long,oi_close,z_long,symbol,oi_close_z_long,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_quote_volume_roc_1,quote_volume,roc_1,symbol,quote_volume_roc_1,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_quote_volume_roc_12,quote_volume,roc_12,symbol,quote_volume_roc_12,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_quote_volume_z_short,quote_volume,z_short,symbol,quote_volume_z_short,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_ret_1d_scale,ret_1d,scale,symbol,ret_1d_scale,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_ret_3d_z,ret_3d,z,symbol,ret_3d_z,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_trades_z_long,trades,z_long,symbol,trades_z_long,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_trades_z_short,trades,z_short,symbol,trades_z_short,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_volume_ema_12_48_spread,volume,ema_12_48_spread,symbol,volume_ema_12_48_spread,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_volume_ratio_z_long,volume_ratio,z_long,symbol,volume_ratio_z_long,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,ETHUSDT_volume_roc_1,volume,roc_1,symbol,volume_roc_1,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_buy_volume_roc_12,buy_volume,roc_12,symbol,buy_volume_roc_12,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_buy_volume_z_long,buy_volume,z_long,symbol,buy_volume_z_long,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_high_roc_12,high,roc_12,symbol,high_roc_12,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_liq_long_log_z,liq_long,log_z,symbol,liq_long_log_z,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_liq_long_roc_1,liq_long,roc_1,symbol,liq_long_roc_1,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_liq_short_roc_1,liq_short,roc_1,symbol,liq_short_roc_1,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_liq_short_z_long,liq_short,z_long,symbol,liq_short_z_long,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_liq_short_z_short,liq_short,z_short,symbol,liq_short_z_short,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_low_roc_1,low,roc_1,symbol,low_roc_1,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_low_z_short,low,z_short,symbol,low_z_short,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_ls_account_ratio_z,ls_account_ratio,z,symbol,ls_account_ratio_z,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_ob_imbalance_roc_12,ob_imbalance,roc_12,symbol,ob_imbalance_roc_12,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_oi_close_roc_1,oi_close,roc_1,symbol,oi_close_roc_1,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_oi_close_scale,oi_close,scale,symbol,oi_close_scale,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_oi_close_z_long,oi_close,z_long,symbol,oi_close_z_long,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_quote_volume_roc_1,quote_volume,roc_1,symbol,quote_volume_roc_1,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_quote_volume_roc_12,quote_volume,roc_12,symbol,quote_volume_roc_12,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_quote_volume_z_short,quote_volume,z_short,symbol,quote_volume_z_short,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_ret_1d_scale,ret_1d,scale,symbol,ret_1d_scale,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_ret_3d_z,ret_3d,z,symbol,ret_3d_z,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_trades_ema_12_48_spread,trades,ema_12_48_spread,symbol,trades_ema_12_48_spread,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_trades_z_long,trades,z_long,symbol,trades_z_long,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_trades_z_short,trades,z_short,symbol,trades_z_short,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_volume_ema_12_48_spread,volume,ema_12_48_spread,symbol,volume_ema_12_48_spread,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_volume_ratio_z_long,volume_ratio,z_long,symbol,volume_ratio_z_long,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,SOLUSDT_volume_roc_1,volume,roc_1,symbol,volume_roc_1,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,altcoin_season_ema_12_48_spread,altcoin_season,ema_12_48_spread,global,altcoin_season_ema_12_48_spread,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,altcoin_season_roc_1,altcoin_season,roc_1,global,altcoin_season_roc_1,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,altcoin_season_roc_12,altcoin_season,roc_12,global,altcoin_season_roc_12,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,bmo_ema_12_48_spread,bmo,ema_12_48_spread,global,bmo_ema_12_48_spread,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,fear_greed_roc_12,fear_greed,roc_12,global,fear_greed_roc_12,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_others,price_seq_1d_others,sopr_z,sopr,z,global,sopr_z,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_target,price_seq_1d_target,body_1d_z,body_1d,z,global,body_1d_z,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_target,price_seq_1d_target,close_ema_12_48_spread,close,ema_12_48_spread,global,close_ema_12_48_spread,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_target,price_seq_1d_target,close_roc_12,close,roc_12,global,close_roc_12,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_target,price_seq_1d_target,funding_close_scale,funding_close,scale,global,funding_close_scale,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_target,price_seq_1d_target,high_z_long,high,z_long,global,high_z_long,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_target,price_seq_1d_target,liq_long_ema_12_48_spread,liq_long,ema_12_48_spread,global,liq_long_ema_12_48_spread,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_target,price_seq_1d_target,liq_long_log_scale,liq_long_log,scale,global,liq_long_log_scale,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_target,price_seq_1d_target,ls_account_ratio_z,ls_account_ratio,z,global,ls_account_ratio_z,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_target,price_seq_1d_target,oi_close_scale,oi_close,scale,global,oi_close_scale,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_target,price_seq_1d_target,open_ema_12_48_spread,open,ema_12_48_spread,global,open_ema_12_48_spread,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_target,price_seq_1d_target,quote_volume_z_long,quote_volume,z_long,global,quote_volume_z_long,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_target,price_seq_1d_target,ret_1d_z_short,ret_1d,z_short,global,ret_1d_z_short,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_target,price_seq_1d_target,ret_3d_z_short,ret_3d,z_short,global,ret_3d_z_short,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_target,price_seq_1d_target,ret_7d_z_long,ret_7d,z_long,global,ret_7d_z_long,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_target,price_seq_1d_target,sell_volume_roc_1,sell_volume,roc_1,global,sell_volume_roc_1,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
1d_target,price_seq_1d_target,volume_impact_scale,volume_impact,scale,global,volume_impact_scale,0.5,0.44287824013799154,0.0,0.1771512960551966,0.10409301928490977,12,12,28.0,21.0,0.13251224301715822,0.24398980640047743
5m_others,price_seq_others,DOGEUSDT_trades_roc_12,trades,roc_12,symbol,trades_roc_12,0.3963247949420036,0.43737033766866634,0.014654292294601317,0.17714627891165677,0.10683198245833807,12,12,28.0,21.0,0.13034983081316337,0.2453721627831464
5m_others,price_seq_others,DOGEUSDT_quote_volume_z_long,quote_volume,z_long,symbol,quote_volume_z_long,0.39444351902092856,0.35898562268832707,0.014569722260235072,0.14845137934973665,0.025257242697136393,12,12,28.0,21.0,0.1365848762517331,0.1640252851827268
