candidate,seed,window_size,window_size_1d,no_trade_entry_threshold,no_trade_exit_threshold,min_position_change,max_step_pos_change_pct,lambda_turnover,profit_mean,profit_per_trade_mean,trade_count_mean,total_fees_mean,episode_max_dd_mean,termination_balance_insufficient_count,fees_profit_ratio
hybrid_minimal_signal,42,12,6,0.35,0.2,0.3,0.25,0.0005,0.0,0.0,0.0,0.0,0.0,0,0.0
