candidate,seed,window_size,window_size_1d,no_trade_entry_threshold,no_trade_exit_threshold,min_position_change,max_step_pos_change_pct,lambda_turnover,profit_mean,profit_per_trade_mean,trade_count_mean,episode_steps_mean,total_fees_mean,episode_max_dd_mean,termination_balance_insufficient_count,fees_profit_ratio,trade_rate,trades_per_day
hybrid_minimal_signal,42,12,6,0.28,0.14,0.25,0.3,0.0002,-0.9051822433473831,-0.45259112167369153,2.0,4291.8,0.18007251097323743,0.003017274144491277,0,0.19893508991882725,0.0004660049396523603,0.13420942261987978
