candidate,profit_mean,profit_per_trade_mean,trade_count_mean,total_fees_mean,fees_profit_ratio,episode_max_dd_mean,termination_balance_insufficient_count
baseline_current,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minimal_signal,-17.86324974167776,-0.17256926918237908,103.2,7.506548102372484,0.4202229835514493,0.08463489814459683,0.0
