candidate,seed,window_size,window_size_1d,no_trade_entry_threshold,no_trade_exit_threshold,min_position_change,max_step_pos_change_pct,lambda_turnover,profit_mean,profit_per_trade_mean,trade_count_mean,episode_steps_mean,total_fees_mean,episode_max_dd_mean,termination_balance_insufficient_count,fees_profit_ratio,trade_rate,trades_per_day
hybrid_minimal_signal,43,12,6,0.24,0.12,0.25,0.3,0.0002,3.7652905673229724,0.47066132091537155,8.0,3979.2,0.6600029526847273,0.0045722966473468,0,0.17528606116419135,0.0020104543626859673,0.5790108564535585
